probe_id,model,probe_family,probe_subtype,tier,dataset,generator_model,base_item_id,scoring_method,rule_score,judge_verified,final_score,similarity,read_delta,overlap,detail_found,base_readability,probe_readability,rule_reason,critical_detail,detail_exact_match,detail_word_overlap,judge_1_name,judge_1_equiv,judge_1_confidence,judge_2_name,judge_2_equiv,judge_2_confidence,base_output_preview,probe_output_preview
patch_sem_llama_3_1_8b_ASSET_val_0511_121201d9,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0511,judge_only,,False,0,0.6,0.63,,,10.87,11.5,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,False,medium,mistral-large-3,True,high,"By the 1990s, people were no longer growing oranges called Valencias in Orange County. This was because land prices kept going up, causing many remaining Southern California orange farms to move to Fl","By the 1990s, people stopped growing Valencia oranges in Orange County. This was because homes were becoming very expensive, causing many citrus farmers to move their businesses mostly to Florida."
patch_sem_llama_3_1_8b_ASSET_val_0512_b4e99298,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0512,judge_only,,True,1,0.52,0.35,,,13.16,12.81,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,The buildings in Bayeux were mostly left undamaged during the Battle of Normandy because the German troops were busy fighting at Caen against the Allied forces.,"During World War II's Battle of Normandy, most buildings in Bayeux stayed intact because the German army was mainly fighting to stop the Allied troops from landing at Caen."
patch_sem_llama_3_1_8b_ASSET_val_0513_1b986054,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0513,judge_only,,True,1,0.6984,0.54,,,6.31,5.77,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The First Fleet was a group of 11 ships that left Great Britain on May 13, 1787. They carried around 1487 people who were setting up the first European settlement in New South Wales.","The First Fleet was a group of 11 ships that sailed from England on May 13th, 1787. They carried around 1,487 people to start Australia's first European town in New South Wales."
patch_sem_llama_3_1_8b_ASSET_val_0514_0e22230b,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0514,judge_only,,True,1,0.2778,5.14,,,13.39,18.53,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Trigonometric functions play a key role in understanding triangles and predicting patterns that repeat over time, with many uses beyond that.","Trigonometric functions are very important for:

- Analyzing triangles
- Creating repeating patterns
- Many other purposes."
patch_sem_llama_3_1_8b_ASSET_val_0515_61b46093,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0515,judge_only,,False,0,0.5556,2.02,,,6.88,8.9,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,False,high,mistral-large-3,True,high,"Some types of snakes in this group have extremely strong venom, which can be very poisonous.","Some snakes in this group have very poisonous venom, which is among the most deadly found in any type of reptile."
patch_sem_llama_3_1_8b_ASSET_val_0516_6771ad44,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0516,judge_only,,True,1,0.6,2.31,,,7.28,9.6,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Ani had between 100,000 and 200,000 people living there at its peak. It was also competing with big cities like Constantinople, Baghdad, and Cairo.","Ani had a huge population between 100,000 and 200,000 people. This made it a very important city, rivaling other big cities like Constantinople, Baghdad, and Cairo at its peak."
patch_sem_llama_3_1_8b_ASSET_val_0517_093c4205,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0517,judge_only,,True,1,0.4706,0.91,,,9.98,10.89,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"After World War II, people wanted less coal, and this led to many coal mines closing in the area, which caused a lot of job losses.","After World War II, many coal mines closed down because people didn't need as much coal anymore, leading to a lot of workers losing their jobs."
patch_sem_llama_3_1_8b_ASSET_val_0519_900f31a8,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0519,judge_only,,True,1,0.5205,3.9,,,4.54,8.44,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,Paul Gray is a musician who has been active since 1995. He plays the bass and sings backing vocals. Paul contributed to every Slipknot album. He was one of the founding members of the band when it sta,"Paul Gray, also known as #2, has been a main part of Slipknot since it started in 1995 and continues to be involved today. As one of the band's original members, he plays bass and sings backing vocals"
patch_sem_llama_3_1_8b_ASSET_val_0520_4c0fb9ed,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0520,judge_only,,True,1,0.4545,3.61,,,13.39,9.78,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"In reality, people with mental illnesses, such as schizophrenia, are not more likely to be violent than people who are healthy.",People with schizophrenia or other mental health issues don't naturally want to hurt others. They are no more likely to be violent than people without these conditions.
patch_sem_llama_3_1_8b_ASSET_val_0521_ed4f3b2b,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0521,judge_only,,True,1,0.6571,2.89,,,6.72,9.62,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The Lion King 1 ½ is a movie that was released on February 10, 2004. It was made for home video and released by Walt Disney Home Entertainment. In some countries, it's also known as The Lion King 3: H","The movie is also called The Lion King 3: Hakuna Matata in some areas, but most people know it as The Lion King 1 ½. It was released straight to DVD by Walt Disney Home Entertainment on February 10, 2"
patch_sem_llama_3_1_8b_ASSET_val_0522_87422425,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0522,judge_only,,False,0,0.5965,0.41,,,7.17,6.76,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,False,high,mistral-large-3,True,high,"This time period happened around the same time as the Medieval Warm Period (from 800 to 1300). It ended when the Little Ice Age started, roughly between 1250 and 1850.","During this time, two things happened together: 

The Medieval Warm Period lasted from around 800 to 1300 AD. It ended around 1250 when the Little Ice Age started. The Little Ice Age kept going until "
patch_sem_llama_3_1_8b_ASSET_val_0524_6166a43e,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0524,judge_only,,True,1,0.6667,1.77,,,4.83,6.6,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,Alberto Ascari was the first driver to win more than one Championship. He won the titles in 1952 and 1953.,Alberto Ascari won two big racing championships back-to-back in 1952 and 1953. He was the first driver to achieve this.
patch_sem_llama_3_1_8b_ASSET_val_0525_00308612,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0525,judge_only,,True,1,0.4,1.56,,,8.35,9.91,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Adam Smith, a graduate student at the college, is one of its most famous former students.",Adam Smith is considered one of the most famous graduates from this college because he attended there in the past.
patch_sem_llama_3_1_8b_ASSET_val_0526_f56cb7a3,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0526,judge_only,,True,1,0.5,3.5,,,6.94,10.44,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,The Bulldog is a type of dog that originally came from England. It's also sometimes called the British Bulldog or English Bulldog.,"The British Bulldog, also known as the English Bulldog, is a well-known dog breed that originated in England."
patch_sem_llama_3_1_8b_ASSET_val_0527_eb1582e5,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0527,judge_only,,True,1,0.4615,6.11,,,7.57,13.67,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The move is still happening, and Dar es Salaam is Tanzania's main city for now.",Dar es Salaam remains Tanzania's biggest city until its relocation is completed.
patch_sem_llama_3_1_8b_ASSET_val_0530_2e92ea54,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0530,judge_only,,True,1,0.5532,1.42,,,4.97,6.39,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,Half of the storm continued moving north and affected the central part of the US. It was last seen near the eastern Great Lakes on August 31.,One part of the storm moved north and affected the middle part of the country. It kept going until it disappeared on August 31 in the eastern Great Lakes region.
patch_sem_llama_3_1_8b_ASSET_val_0531_33360505,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0531,judge_only,,False,0,0.5143,1.2,,,10.48,11.68,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,False,high,mistral-large-3,True,high,The city of Sunderland has received praise for its efforts to protect and preserve its natural areas.,The people in charge of Sunderland are often praised for trying to protect the local environment and its natural systems.
patch_sem_llama_3_1_8b_ASSET_val_0533_529137b2,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0533,judge_only,,True,1,0.7586,0.74,,,7.61,8.35,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,The pictures taken after the spacecraft landed show a flat area with small rocks on it.,The pictures taken after the spacecraft landed show a flat area covered in small rocks.
patch_sem_llama_3_1_8b_ASSET_val_0534_9afeb791,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0534,judge_only,,True,1,0.5778,1.21,,,7.69,8.9,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The third digit shows which government district an area belongs to. If there are no government districts in an area, a zero is used instead.","In areas without clear government boundaries, a zero is used instead. Otherwise, the third number shows which level of government it belongs to."
patch_sem_llama_3_1_8b_ASSET_val_0535_4b824d83,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0535,judge_only,,True,1,0.5366,1.19,,,9.46,8.27,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Vedic Soma In Hindu scriptures called the Vedas, Soma is considered very special and is even thought of as a god.","In ancient Indian texts called the Vedas, Soma is respected as a special god and considered holy. It's often shown as a powerful deity."
patch_sem_llama_3_1_8b_ASSET_val_0539_40f79904,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0539,judge_only,,True,1,0.3,1.96,,,12.27,10.31,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"To prevent people from guessing the secret key by trying every possible combination, the secret key space is made very big.",The main code space is usually made very large so that attackers can't use a strong guess-and-check approach to figure out the code.
patch_sem_llama_3_1_8b_ASSET_val_0540_e6a0d351,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0540,judge_only,,True,1,0.5882,4.0,,,10.82,6.82,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"In Bruegel's later years, he painted using a simpler style compared to the more complex Italian-style art that was popular during that time.",Bruegel's style changed as he got older and became a more skilled artist. His artwork started to look simpler compared to the fancy Italian-style art that was popular at the time.
patch_sem_llama_3_1_8b_ASSET_val_0541_ac2681a7,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0541,judge_only,,True,1,0.5,9.32,,,4.66,13.98,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"In 2003, WWE bought all of ECW's things and started selling DVDs about the old ECW.","After WWE bought all of ECW's assets in 2003, they released a collection of DVDs featuring the original wrestlers and matches from Extreme Championship Wrestling."
patch_sem_llama_3_1_8b_ASSET_val_0542_7bd3d786,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0542,judge_only,,True,1,0.375,1.61,,,6.78,8.39,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,Fraser saw a big theater show for the first time while he was visiting London.,Fraser saw a big theater show in London's famous West End area during his break from work.
patch_sem_llama_3_1_8b_ASSET_val_0543_463e35fd,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0543,judge_only,,True,1,0.3704,4.66,,,8.17,12.83,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The discovery was made by a team of astronomers from the University of Hawaii, led by Scott S. Sheppard and others.",Astronomers from the University of Hawaii found something new.
patch_sem_llama_3_1_8b_ASSET_val_0544_a06b933d,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0544,judge_only,,True,1,0.1818,3.08,,,6.73,3.65,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,Similar designs can be found on the coats of arms of nearby locations.,Some neighboring towns have the same symbols on their flags.
patch_sem_llama_3_1_8b_ASSET_val_0556_c9c481db,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0556,judge_only,,True,1,0.2553,5.31,,,12.88,7.57,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The city lost significance after the war, but it regained its importance by the 19th century when it became a major industrial hub.","After a time of trouble, the city's good luck started to come back in the 19th century. It then became an important place for factories and industry again."
patch_sem_llama_3_1_8b_ASSET_val_0567_b07cf811,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0567,judge_only,,True,1,0.4783,1.73,,,11.34,9.62,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Only one moon of those discovered by the Voyager 2 imaging team, called Puck, was found early enough for the probe to take a detailed picture.","One moon, called Puck, was special because it was seen early enough for Voyager 2's cameras to take clear pictures of it."
patch_sem_llama_3_1_8b_ASSET_val_0555_5384d27d,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0555,judge_only,,True,1,0.4068,1.39,,,9.48,8.09,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"In the 1967-68 season, a new division called the West Division was created. As part of the Modern Era expansion, the Wales Trophy went to the best team in the East Division after the regular season en","In 1968, a new expansion was introduced. This change created two divisions, and the team with the best record in one division would win the Wales Trophy at the end of each year's regular season."
patch_sem_llama_3_1_8b_ASSET_val_0545_cde00256,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0545,judge_only,,True,1,0.7333,0.81,,,5.04,5.85,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,He gets into trouble because he behaves like a child and loves to eat.,He often gets into trouble because he acts like a child and loves to eat too much food.
patch_sem_llama_3_1_8b_ASSET_val_0560_c7d7bbc7,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0560,judge_only,,False,0,0.3636,7.71,,,10.1,17.81,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,False,high,mistral-large-3,False,high,The title or ceremony for making a bishop is also known as a consecration.,Becoming a bishop usually requires a special ceremony called consecration.
patch_sem_llama_3_1_8b_ASSET_val_0564_d369ab9b,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0564,judge_only,,True,1,0.8077,1.06,,,12.5,11.43,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Stephanie McMahon was born on September 24, 1976. She is the Executive Vice President of Creative Development and Operations at World Wrestling Entertainment.","Stephanie McMahon was born on September 24, 1976. She is also known as Stephanie McMahon-Levesque. At World Wrestling Entertainment, she leads the company as Executive Vice President of Creative Devel"
patch_sem_llama_3_1_8b_ASSET_val_0563_0fc7e9a5,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0563,judge_only,,True,1,0.2424,0.38,,,7.57,7.19,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"When the island came under full Spanish rule, Malabo's name changed to Santa Isabel.",The capital city of the island was renamed Santa Isabel after Spain regained control. It used to be called Malabo.
patch_sem_llama_3_1_8b_ASSET_val_0569_37bed395,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0569,judge_only,,False,0,0.5366,2.45,,,12.25,9.8,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,False,high,mistral-large-3,False,high,"Plans were moving forward for a violent uprising, and he became in charge of the Third Battalion and assistant to the leaders of the Dublin group.",He became the leader of the Third Battalion and the second in command of the Dublin Brigade due to plans being sped up.
patch_sem_llama_3_1_8b_ASSET_val_0565_762735d0,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0565,judge_only,,True,1,0.3256,0.98,,,16.03,15.04,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Apartheid-era South Africa and certain areas in Europe also had similar situations, especially during Nazi Germany's rule.","Similar patterns have been seen before, including:

* During Apartheid in South Africa
* In some parts of Europe, especially in countries like Nazi Germany under the Third Reich."
patch_sem_llama_3_1_8b_ASSET_val_0549_845d0ee7,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0549,judge_only,,True,1,0.5294,1.13,,,10.1,11.23,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,The term was created later and is opposite of Reduced Instruction Set Computer (RISC).,"The idea was later given a name that is opposite of the Reduced Instruction Set Computer, which is also known as RISC."
patch_sem_llama_3_1_8b_ASSET_val_0547_93d58aad,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0547,judge_only,,True,1,0.6471,3.82,,,6.75,10.56,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,Editors have released two big-selling music albums. These albums together sold more than 2 million copies around the world.,The editors have released two successful music albums that have sold over 2 million copies worldwide.
patch_sem_llama_3_1_8b_ASSET_val_0561_7e0f1a5a,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0561,judge_only,,True,1,0.4103,3.68,,,5.82,9.5,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,The steering system on a ship uses a wheel to adjust the angle of the rudder. This makes it easier for the ship to change direction.,"The steering system of a boat uses a modern way to change the direction of the rudder, which in turn changes the boat's path."
patch_sem_llama_3_1_8b_ASSET_val_0559_3cc545e3,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0559,judge_only,,True,1,0.1053,1.81,,,9.28,11.1,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"It causes problems because people have trouble adjusting to a new way of life, making it hard to know what's right or wrong.","When people from different cultures come together, it can be unclear what behaviors are accepted and what aren't."
patch_sem_llama_3_1_8b_ASSET_val_0554_c13190e8,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0554,judge_only,,True,1,0.4906,0.33,,,8.41,8.75,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The town has a population of 25,000 people. It will soon become a big business area when the port of Gwadar, about 80 kilometers away, is fully developed.","This town has about 25,000 people. It's likely to become an important business center because the nearby port of Gwadar is expected to grow and it's around 80 kilometers away."
patch_sem_llama_3_1_8b_ASSET_val_0550_248c0f15,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0550,judge_only,,True,1,0.2593,1.98,,,12.84,14.82,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Many types of living things produce alkaloids, such as bacteria, fungi, plants, and animals. These substances belong to a category of natural products known as secondary metabolites.","Different types of living things, including:

* Fungi
* Plants
* Animals
* Microorganisms (like bacteria)

make substances called alkaloids. Alkaloids are part of a larger group of compounds called se"
patch_sem_llama_3_1_8b_ASSET_val_0557_a6774679,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0557,judge_only,,True,1,0.1463,1.27,,,7.57,8.83,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"They can appear with either nervous system issues or skin problems, and sometimes it's both.","Neurological problems can happen when these conditions are present, and they may also cause skin-related issues. Sometimes, a person has both of these problems at the same time."
patch_sem_llama_3_1_8b_ASSET_val_0571_5c5d87dc,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0571,judge_only,,False,0,0.3492,1.42,,,4.82,3.41,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,False,high,mistral-large-3,True,high,"Clock times on a 12-hour clock can be written in lowercase letters and either have a dot (.) after the number or not. The ""o'clock"" part is often separated from the time with one or more spaces.","Twelve-hour clock times end with the letters ""o"", ""or"", or ""s"". These letters are written in lower case and may be shown as a dotless ""o"" (o), dotted ""or"" (o.), or dotted ""os"" (o.s)."
patch_sem_llama_3_1_8b_ASSET_val_0572_3f160a38,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0572,judge_only,,False,0,0.5484,4.35,,,6.88,11.23,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,False,high,mistral-large-3,False,medium,The coat of arms of the town comes from a family named Garbani (or Garban). This family has roots in France and North America. Some of its members were important government officials in Switzerland.,The city's official symbol comes from the Garbani family coat of arms. This includes branches in France and North America that originated in a small village. Some family members became important local
patch_sem_llama_3_1_8b_ASSET_val_0574_8be26786,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0574,judge_only,,True,1,0.5098,3.45,,,14.6,11.14,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Examples from the Old Testament show times when God allowed or even ordered killings, which some people use to argue that ""murder"" is a better translation than what's usually used.","Examples from the Old Testament where God allowed killings are often used to show that ""murder"" is a more accurate translation."
patch_sem_llama_3_1_8b_ASSET_val_0575_7f5b8e8f,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0575,judge_only,,True,1,0.5417,2.5,,,12.3,9.8,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The tiny hairs in the lungs (called cilia) help move dirt and small particles out of the lungs and into the throat, where they can be swallowed and broken down by stomach acid.","Tiny hair-like parts in the airways help push small particles towards the back of the throat, where they are broken down and digested."
patch_sem_llama_3_1_8b_ASSET_val_0576_64b6571a,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0576,judge_only,,True,1,0.4364,1.62,,,5.32,6.93,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The original plan was to extend the line from Walthamstow Central to Wood Street. It would end there, near a British Railways train station.","The original plan was for the line to go past Walthamstow Central, ending at Wood Street in Walthamstow. It would come out of the tunnel and stop right next to the train station run by British Railway"
patch_sem_llama_3_1_8b_ASSET_val_0577_62df49f9,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0577,judge_only,,True,1,0.4865,0.53,,,10.94,11.47,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Other types of radioactive decay, besides alpha, beta, and gamma, were found over time.","Alpha, beta, and gamma decays are the most common types of radioactive decay. However, other forms of radioactive breakdown have also been discovered over time."
patch_sem_llama_3_1_8b_ASSET_val_0578_9308f42a,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0578,judge_only,,True,1,0.3478,1.67,,,10.45,8.78,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"It's helpful to choose words without strong meanings, especially negative ones, to write from a fair and unbiased perspective.","When trying to stay neutral and fair in your thinking, it's often a good idea to avoid words with strong negative emotions. This includes using hurtful or insulting language."
patch_sem_llama_3_1_8b_ASSET_val_0579_dd0ffa4c,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0579,judge_only,,True,1,0.6154,3.17,,,7.97,4.8,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"Bergman said that this movie would be his last film, and after that, he would concentrate on directing plays.","Bergman said that this movie will be his last film. After it's finished, he wants to focus on directing plays instead."
patch_sem_llama_3_1_8b_ASSET_val_0580_bc536da9,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0580,judge_only,,False,0,0.2051,0.15,,,10.15,10.0,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,False,high,The term means dominating or humiliating someone who is a rival.,"The idea is that one side has power over or dominates another, usually a rival company. This was mentioned by Naone in an analysis she wrote in November 2008."
patch_sem_llama_3_1_8b_ASSET_val_0581_ed764f4b,llama-3.1-8b,invariance,semantic,1,ASSET,llama-3.1-8b,ASSET_val_0581,judge_only,,True,1,0.4286,4.58,,,3.7,8.28,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"""Best Before"" is a guide for how fresh something tastes. It doesn't mean you can't eat it later. ""Use By"" and ""Best By"" are warnings that say not to eat it after this date because it's no longer safe.","""Best Before"", ""Use By"", and ""Best By"" Labels Explained:

* ""Best Before"" tells you the quality of a product, not its safety.
* The other two labels (""Use By"" and ""Best By"") tell you when a product is"
patch_sem_llama_3_1_8b_ASSET_val_0583_77add479,llama-3.1-8b,invariance,semantic,2,ASSET,llama-3.1-8b,ASSET_val_0583,judge_only,,True,1,0.2295,4.51,,,14.29,9.79,semantic_probe:word_f1_invalid_for_paraphrase:deferred_to_judge,,,,claude-haiku,True,high,mistral-large-3,True,high,"The Greens had a major disagreement because their usual peace-loving members were opposed to German soldiers fighting in wars again, something that hadn't happened since World War II.",The decision caused strong disagreements within the mainly peaceful party called the Greens. This was because it meant that Germany's military forces would be involved in fighting for the first time a
